eta,alpha,loglik,logprior,logpost,posterior_weight
2.98,-6.013516944366444,-27171.053465374996,-0.88804,-27171.941505374998,1.94039157731782e-43
2.99,-6.022741808742609,-27174.746343489485,-0.8940100000000002,-27175.640353489485,4.802861413854909e-45
3.0,-6.031976282960869,-27178.495770182435,-0.9,-27179.395770182437,1.1234229929903045e-46
3.01,-6.041220255830382,-27182.30108299586,-0.9060099999999999,-27183.207092995857,2.484888130919961e-48
3.02,-6.050473617256813,-27186.161626175173,-0.9120400000000001,-27187.073666175173,5.200863385455984e-50
3.03,-6.059736258228696,-27190.07675062715,-0.91809,-27190.99484062715,1.0306970165658963e-51
3.04,-6.0690080708165794,-27194.04581387805,-0.9241600000000001,-27194.969973878047,1.9353191021880502e-53
3.05,-6.078288948165351,-27198.068180031038,-0.9302499999999999,-27198.99843003104,3.445214809708474e-55
3.06,-6.08757878448742,-27202.143219723246,-0.9363600000000001,-27203.079579723246,5.818292014386508e-57
3.07,-6.096877475057596,-27206.270310082582,-0.9424899999999999,-27207.212800082583,9.327402536455362e-59
3.08,-6.106184916204569,-27210.44883468398,-0.94864,-27211.397474683978,1.4202985111003233e-60
3.09,-6.1155010053066405,-27214.67818350565,-0.95481,-27215.63299350565,2.0554985725907674e-62
3.1,-6.124825640784053,-27218.957752884726,-0.9610000000000002,-27219.918752884725,2.8290168255678396e-64
3.11,-6.134158722093019,-27223.286945472864,-0.9672099999999999,-27224.254155472863,3.7050503102980634e-66
3.12,-6.143500149718051,-27227.66517019137,-0.9734400000000001,-27228.63861019137,4.620081313043259e-68
3.13,-6.152849825165987,-27232.09184218625,-0.97969,-27233.07153218625,5.488530198502232e-70
3.14,-6.162207650959175,-27236.56638278301,-0.9859600000000001,-27237.552342783012,6.215337859916397e-72
3.15,-6.171573530627796,-27241.08821944116,-0.99225,-27242.08046944116,6.7131186089007394e-74
3.16,-6.180947368703897,-27245.656785708637,-0.9985600000000002,-27246.655345708637,6.919597006299226e-76
3.17,-6.190329070715421,-27250.271521176102,-1.00489,-27251.276411176103,6.810477603486984e-78
3.18,-6.199718543175976,-27254.93187143081,-1.0112400000000001,-27255.94311143081,6.4040601115504286e-80
3.19,-6.209115693580571,-27259.637288010672,-1.0176100000000001,-27260.65489801067,5.756420196174003e-82
3.2,-6.21852043039965,-27264.387228358173,-1.0240000000000002,-27265.411228358174,4.94885197908626e-84
3.21,-6.2279326630671505,-27269.181155773767,-1.03041,-27270.211565773767,4.071406009432376e-86
3.22,-6.23735230197795,-27274.018539369783,-1.0368400000000002,-27275.055379369784,3.207029074541216e-88
3.23,-6.246779258479336,-27278.898854023846,-1.04329,-27279.942144023848,2.4199588080492334e-90
3.24,-6.256213444864187,-27283.821580332435,-1.0497600000000002,-27284.871340332436,1.75019007435708e-92
3.25,-6.265654774361593,-27288.786204564178,-1.0562500000000001,-27289.84245456418,1.2138296362371753e-94
3.26,-6.275103161131739,-27293.79221861339,-1.06276,-27294.85497861339,8.076927820296113e-97
3.27,-6.284558520260788,-27298.839119953547,-1.06929,-27299.908409953547,5.1590395363606476e-99
3.28,-6.2940207677472415,-27303.92641159039,-1.07584,-27305.00225159039,3.1647655434311274e-101
3.29,-6.303489820501937,-27309.053602015636,-1.08241,-27310.136012015635,1.8654246763849095e-103
3.3,-6.312965596334408,-27314.220205160127,-1.089,-27315.309205160127,1.0570328418168103e-105
3.31,-6.322448013951174,-27319.425740347513,-1.0956100000000002,-27320.521350347513,5.760797205038607e-108
3.32,-6.33193699294381,-27324.66973224753,-1.1022399999999999,-27325.77197224753,3.0211095203345087e-110
3.33,-6.341432453786382,-27329.95171082977,-1.1088900000000002,-27331.06060082977,1.5252613287663668e-112
3.34,-6.35093431782181,-27335.271211316987,-1.11556,-27336.386771316986,7.41682115985496e-115
3.35,-6.360442507261865,-27340.627774139135,-1.12225,-27341.750024139135,3.4752551963116515e-117
3.36,-6.36995694517438,-27346.020944886848,-1.12896,-27347.149904886846,1.5698143318282625e-119
3.37,-6.3794775554781324,-27351.45027426545,-1.13569,-27352.58596426545,6.83908022636552e-122
3.38,-6.389004262935174,-27356.91531804886,-1.14244,-27358.05775804886,2.874933821399767e-124
3.39,-6.398536993144006,-27362.415637033737,-1.14921,-27363.564847033736,1.1666202069886682e-126
3.4,-6.408075672531908,-27367.95079699364,-1.156,-27369.106796993638,4.571841946870722e-129
3.41,-6.417620228348966,-27373.520368633443,-1.1628100000000001,-27374.683178633444,1.7310094262235354e-131
3.42,-6.427170588656992,-27379.12392754361,-1.16964,-27380.29356754361,6.334881389382704e-134
3.43,-6.436726682326963,-27384.76105415506,-1.17649,-27385.937544155062,2.241767607262663e-136
3.44,-6.446288439029644,-27390.431333693832,-1.18336,-27391.61469369383,7.674248744894488e-139
3.45,-6.455855789227911,-27396.13435613601,-1.1902500000000003,-27397.32460613601,2.542449913620402e-141
3.46,-6.465428664170787,-27401.869716162884,-1.19716,-27403.066876162884,8.154854557895126e-144
3.47,-6.475006995885764,-27407.637013116222,-1.20409,-27408.84110311622,2.5333857111114812e-146
3.48,-6.48459071717113,-27413.435850953723,-1.2110400000000001,-27414.64689095372,7.625699647483519e-149
3.49,-6.494179761589152,-27419.26583820466,-1.2180100000000003,-27420.48384820466,2.2249557112838603e-151
3.5,-6.503774063460099,-27425.126587925843,-1.225,-27426.35158792584,6.294980489845004e-154
